"Route";"Woche";"Tag";"Von";"Bis";"Dauer";"Art";"Kategorie";"Objekt";"Ort";"Leistungen"
"H02";"1";"Di";"13:00";"15:51";"171";"Einsatz (Forts.)";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Di";"15:51";"16:03";"12";"Fahrt";"";"";"Wetzikon (ZH)";""
"H02";"1";"Di";"16:03";"17:25";"82";"Einsatz";"GU+TH+UR";"WSG-100";"Wetzikon (ZH)";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Mi";"07:00";"07:56";"56";"Einsatz";"GU+UR";"WSG-083";"Volketswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Mi";"07:56";"08:08";"12";"Fahrt";"";"";"Uster";""
"H02";"1";"Mi";"08:08";"09:34";"86";"Einsatz";"GU+TH+UR";"WSG-078";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Mi";"09:34";"09:35";"1";"Fahrt";"";"";"Uster";""
"H02";"1";"Mi";"09:35";"10:41";"66";"Einsatz";"GU+UR";"WSG-082";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Mi";"10:41";"10:56";"15";"Fahrt";"";"";"Pfäffikon";""
"H02";"1";"Mi";"10:56";"12:00";"64";"Einsatz";"TH+UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"1";"Mi";"13:00";"16:02";"182";"Einsatz (Forts.)";"TH+UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Mi";"16:02";"16:14";"12";"Fahrt";"";"";"Wetzikon (ZH)";""
"H02";"1";"Mi";"16:14";"17:37";"83";"Einsatz";"GU+TH+UR";"WSG-102";"Wetzikon (ZH)";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Do";"07:00";"12:00";"300";"Einsatz";"SR+TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"1";"Do";"13:00";"16:40";"220";"Einsatz (Forts.)";"SR+TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Do";"16:40";"17:05";"25";"Fahrt";"";"";"Pfäffikon";""
"H02";"1";"Do";"17:05";"20:51";"226";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Fr";"07:00";"10:52";"232";"Einsatz";"SR+TH+UR";"WSG-045";"Dübendorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Fr";"10:52";"11:22";"30";"Fahrt";"";"";"Pfäffikon";""
"H02";"1";"Fr";"11:22";"12:00";"38";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"1";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"1";"Fr";"13:00";"16:08";"188";"Einsatz (Forts.)";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H02";"2";"Mo";"07:50";"08:34";"44";"Fahrt";"";"";"Pfäffikon";""
"H02";"2";"Mo";"08:34";"12:00";"206";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"2";"Mo";"13:00";"13:20";"20";"Einsatz (Forts.)";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Di";"07:00";"11:06";"246";"Einsatz";"GU+UR";"WSG-061";"Pfäffikon";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Di";"11:06";"11:07";"1";"Fahrt";"";"";"Pfäffikon";""
"H02";"2";"Di";"11:07";"12:00";"53";"Einsatz";"TH+UR";"WSG-062";"Pfäffikon";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"2";"Di";"13:00";"14:43";"103";"Einsatz (Forts.)";"TH+UR";"WSG-062";"Pfäffikon";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Mi";"07:00";"11:06";"246";"Einsatz";"TH+UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Do";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"2";"Do";"13:00";"16:33";"213";"Einsatz (Forts.)";"GU+TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Do";"16:33";"16:58";"25";"Fahrt";"";"";"Pfäffikon";""
"H02";"2";"Do";"16:58";"20:44";"226";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Fr";"07:00";"10:18";"198";"Einsatz";"GU+TH+UR";"WSG-045";"Dübendorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Fr";"10:18";"10:38";"20";"Fahrt";"";"";"Uster";""
"H02";"2";"Fr";"10:38";"11:59";"81";"Einsatz";"GU+TH+UR";"WSG-077";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"2";"Fr";"11:59";"12:00";"1";"Fahrt";"";"";"Pfäffikon";""
"H02";"2";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"2";"Fr";"13:00";"13:13";"13";"Fahrt";"";"";"Pfäffikon";""
"H02";"2";"Fr";"13:13";"16:59";"226";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H02";"3";"Mo";"07:50";"08:28";"38";"Fahrt";"";"";"Uster";""
"H02";"3";"Mo";"08:28";"09:15";"47";"Einsatz";"GU+TH";"WSG-081";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen)"
"H02";"3";"Mo";"09:15";"09:16";"1";"Fahrt";"";"";"Uster";""
"H02";"3";"Mo";"09:16";"10:40";"84";"Einsatz";"GU+TH+UR";"WSG-080";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mo";"10:40";"10:53";"13";"Fahrt";"";"";"Pfäffikon";""
"H02";"3";"Mo";"10:53";"12:00";"67";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"3";"Mo";"13:00";"15:39";"159";"Einsatz (Forts.)";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mo";"15:39";"15:51";"12";"Fahrt";"";"";"Wetzikon (ZH)";""
"H02";"3";"Mo";"15:51";"17:14";"83";"Einsatz";"GU+TH+UR";"WSG-099";"Wetzikon (ZH)";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Di";"07:00";"07:47";"47";"Einsatz";"GU+TH";"WSG-079";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen)"
"H02";"3";"Di";"07:47";"07:59";"12";"Fahrt";"";"";"Pfäffikon";""
"H02";"3";"Di";"07:59";"10:55";"176";"Einsatz";"GU+TH+UR";"WSG-062";"Pfäffikon";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Di";"10:55";"10:56";"1";"Fahrt";"";"";"Pfäffikon";""
"H02";"3";"Di";"10:56";"12:00";"64";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"3";"Di";"13:00";"15:42";"162";"Einsatz (Forts.)";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Di";"15:42";"15:54";"12";"Fahrt";"";"";"Wetzikon (ZH)";""
"H02";"3";"Di";"15:54";"17:16";"82";"Einsatz";"GU+TH+UR";"WSG-100";"Wetzikon (ZH)";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mi";"07:00";"07:47";"47";"Einsatz";"GU+TH";"WSG-083";"Volketswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen)"
"H02";"3";"Mi";"07:47";"07:59";"12";"Fahrt";"";"";"Uster";""
"H02";"3";"Mi";"07:59";"09:25";"86";"Einsatz";"GU+TH+UR";"WSG-078";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mi";"09:25";"09:26";"1";"Fahrt";"";"";"Uster";""
"H02";"3";"Mi";"09:26";"10:23";"57";"Einsatz";"GU+TH";"WSG-082";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen)"
"H02";"3";"Mi";"10:23";"10:38";"15";"Fahrt";"";"";"Pfäffikon";""
"H02";"3";"Mi";"10:38";"12:00";"82";"Einsatz";"TH+UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"3";"Mi";"13:00";"15:44";"164";"Einsatz (Forts.)";"TH+UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Mi";"15:44";"15:56";"12";"Fahrt";"";"";"Wetzikon (ZH)";""
"H02";"3";"Mi";"15:56";"17:19";"83";"Einsatz";"GU+TH+UR";"WSG-102";"Wetzikon (ZH)";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Do";"07:00";"12:00";"300";"Einsatz";"TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"3";"Do";"13:00";"14:40";"100";"Einsatz (Forts.)";"TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Do";"14:40";"15:05";"25";"Fahrt";"";"";"Pfäffikon";""
"H02";"3";"Do";"15:05";"18:51";"226";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Fr";"07:00";"09:51";"171";"Einsatz";"TH+UR";"WSG-045";"Dübendorf";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Fr";"09:51";"10:21";"30";"Fahrt";"";"";"Pfäffikon";""
"H02";"3";"Fr";"10:21";"12:00";"99";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"3";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"3";"Fr";"13:00";"15:07";"127";"Einsatz (Forts.)";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H02";"4";"Mo";"07:50";"08:34";"44";"Fahrt";"";"";"Pfäffikon";""
"H02";"4";"Mo";"08:34";"12:00";"206";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"4";"Mo";"13:00";"13:20";"20";"Einsatz (Forts.)";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Di";"07:00";"11:06";"246";"Einsatz";"GU+UR";"WSG-061";"Pfäffikon";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Di";"11:06";"11:07";"1";"Fahrt";"";"";"Pfäffikon";""
"H02";"4";"Di";"11:07";"12:00";"53";"Einsatz";"TH+UR";"WSG-062";"Pfäffikon";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"4";"Di";"13:00";"14:43";"103";"Einsatz (Forts.)";"TH+UR";"WSG-062";"Pfäffikon";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Mi";"07:00";"11:06";"246";"Einsatz";"TH+UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Do";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"4";"Do";"13:00";"16:33";"213";"Einsatz (Forts.)";"GU+TH+UR";"WSG-050";"Illnau-Effretikon";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Do";"16:33";"16:58";"25";"Fahrt";"";"";"Pfäffikon";""
"H02";"4";"Do";"16:58";"20:44";"226";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Fr";"07:00";"10:18";"198";"Einsatz";"GU+TH+UR";"WSG-045";"Dübendorf";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Fr";"10:18";"10:38";"20";"Fahrt";"";"";"Uster";""
"H02";"4";"Fr";"10:38";"11:59";"81";"Einsatz";"GU+TH+UR";"WSG-077";"Uster";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H02";"4";"Fr";"11:59";"12:00";"1";"Fahrt";"";"";"Pfäffikon";""
"H02";"4";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H02";"4";"Fr";"13:00";"13:13";"13";"Fahrt";"";"";"Pfäffikon";""
"H02";"4";"Fr";"13:13";"16:59";"226";"Einsatz";"UR";"WSG-061";"Pfäffikon";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H03";"1";"Mo";"07:50";"08:56";"66";"Fahrt";"";"";"Stäfa";""
"H03";"1";"Mo";"08:56";"12:00";"184";"Einsatz";"SR+UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H03";"1";"Mo";"13:00";"18:27";"327";"Einsatz (Forts.)";"SR+UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Di";"07:00";"08:17";"77";"Einsatz";"GU+TH+UR";"WSG-098";"Wetzikon (ZH)";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Di";"08:17";"08:46";"29";"Fahrt";"";"";"Stäfa";""
"H03";"1";"Di";"08:46";"12:00";"194";"Einsatz";"UR";"WSG-070";"Stäfa";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H03";"1";"Di";"13:00";"16:47";"227";"Einsatz (Forts.)";"UR";"WSG-070";"Stäfa";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Mi";"07:00";"12:00";"300";"Einsatz";"TH+UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H03";"1";"Mi";"13:00";"15:31";"151";"Einsatz (Forts.)";"TH+UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Mi";"15:31";"15:38";"7";"Fahrt";"";"";"Stäfa";""
"H03";"1";"Mi";"15:38";"16:34";"56";"Einsatz";"GU+UR";"WSG-071";"Stäfa";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Do";"07:00";"12:00";"300";"Einsatz";"UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H03";"1";"Do";"13:00";"14:31";"91";"Einsatz (Forts.)";"UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Do";"14:31";"14:32";"1";"Fahrt";"";"";"Stäfa";""
"H03";"1";"Do";"14:32";"16:42";"130";"Einsatz";"SR+UR";"WSG-069";"Stäfa";"Entsorgung/Kehrichtdienst, Tiefgaragenreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Fr";"07:00";"08:22";"82";"Einsatz";"GU+TH+UR";"WSG-101";"Wetzikon (ZH)";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Fr";"08:22";"08:51";"29";"Fahrt";"";"";"Stäfa";""
"H03";"1";"Fr";"08:51";"12:00";"189";"Einsatz";"UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"1";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H03";"1";"Fr";"13:00";"16:22";"202";"Einsatz (Forts.)";"UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"2";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H03";"2";"Mo";"07:50";"08:56";"66";"Fahrt";"";"";"Stäfa";""
"H03";"2";"Mo";"08:56";"12:00";"184";"Einsatz";"UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"2";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H03";"2";"Mo";"13:00";"16:27";"207";"Einsatz (Forts.)";"UR";"WSG-070";"Stäfa";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"2";"Di";"07:00";"12:00";"300";"Einsatz";"UR";"WSG-070";"Stäfa";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"2";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H03";"2";"Di";"13:00";"15:01";"121";"Einsatz (Forts.)";"UR";"WSG-070";"Stäfa";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"2";"Mi";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-070";"Stäfa";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H03";"2";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
